category,drama,name,image,stars,director,wishNum,score,version,scoreNum,duration,id,releaseTime
"动作,惊悚,冒险",再次经历了一番炮火密集的血雨腥风，巴尼（西尔维斯特·史泰龙 饰）、圣诞（杰森·斯坦森 饰）、贡纳（杜夫·龙格尔 饰）、比利（利亚姆·海姆斯沃斯 饰）、收费公路（兰迪·库卓 饰）和凯撒（泰瑞·克鲁斯 饰）这几个敢死队的铁哥们正享受大战之后的难得惬意。可是好景不长，某晚教堂（布鲁斯·威利斯 饰）找上门来，迫令他前往阿尔巴尼亚噶扎克山区找一架被击落飞机上的保险箱，并确保箱子不会落入敌人之手，教堂还委派麦琪·张（余男 饰）与这群硬汉同行。,敢死队2,http://p0.meituan.net/w.h/movie/85/944633.jpg,西尔维斯特·史泰龙，杰森·斯坦森，布鲁斯·威利斯，尚格·云顿，李连杰，杜夫·龙格尔，查克·诺瑞斯，阿诺·施瓦辛格，泰瑞·克鲁斯，兰迪·库卓，利亚姆·海姆斯沃斯，斯科特·阿金斯，余男，阿曼达·奥慕斯，查瑞丝玛·卡朋特，Nikolette Noel，George Zlatarev，Alexander Moskov，Denis Vasilev，Nikola Dodov，Wenbo Li，Borislav Zahariev，Penka Kodova，Arkanay Boonsong，Dimo Alexiev，Velislav Pavlov，Liubo Simeonov，Anton Trendafilov，Marii Rosen，Julian Stanishkov，Velimer Velev，Irina Krichely，Lyudmila Slaneva，Silvia Petkova，Alexandra Spasova，Juliana Saiska，Sanya Borisova，Biliana Petrinska，Diana Dobreva，Liubomir Simeonov，Niki Stanchev，诺瓦克·德约科维奇，Antoaneta Yordanova,西蒙·韦斯特,2126,7,2D,2678,103,585,2012-09-04
"惊悚,冒险,动作",其貌不扬的退伍老兵巴尼·罗斯（西尔维斯特·史泰龙 饰）生活在城市的某个角落，事实上他却是一支特种兵的领袖，其麾下云集了李（杰森·斯坦森 饰）、杨（李连杰  饰）等一众高手。正所谓艺高人胆大，只要酬金给足，再危险的任务也敢接。这天，来自中情局的教堂先生（布鲁斯·威利斯 饰）联系到巴尼，雇用他们前往位于南美的比莱纳岛，铲除与美国政府作对的独裁将军加尔萨。由于任务艰险，巴尼和李先行探路，发现加尔萨与前中情局官员詹姆斯·门罗相互勾结，残酷压榨比莱纳岛的人民。不久巴尼和他的战友赶赴小岛，而更大的挑战正等待着这群骁勇的战士们……,敢死队,http://p0.meituan.net/w.h/movie/__16340089__7409104.jpg,李连杰，杰森·斯坦森，杜夫·龙格尔，埃里克·罗伯茨，兰迪·库卓，史蒂夫·奥斯汀，大卫·札亚斯，吉瑟勒尔·伊迪斯，查瑞丝玛·卡朋特，盖瑞·丹尼尔斯，泰瑞·克鲁斯，米基·洛克，Hank Amos，阿敏·约瑟夫，Senyo Amoaku，Antonio Rodrigo Nogueira，Antonio Rogerio Nogueira，Sassa Nacimento，R.A. Rondell，Tze Yep，Preshas Jenkins，Ronn Surels，Lauren Jones，Prazeres Barbosa，何塞·L·瓦斯奎兹，Daniel Arrias，Antonio Gullo，Javier Lambert，Tatsu Carvalho，马尔西奥·罗萨里奥，Paulo Gustavo Bastos，Paulo Bastos，阿诺·施瓦辛格，布鲁斯·威利斯，Precious Garrett，Gino Galento，John Baran，Joshua Cardenez，杰姆斯·赫伯特，Shadoe Lord，Ace LeBleu，Alex Sander，亚伦·萨克斯顿,西尔维斯特·史泰龙,355,7.30000019073,2D,790,103,174,2010-08-20
剧情,刚刚上任的市委书记，在上任伊始就遇到突如其来的自然灾害，天灾人祸纠结，问题源头直指当地龙头企业，而偏偏在这时候，亲身女儿又进入该企业任职，给他平添一道难题……,权力有限,http://p0.meituan.net/w.h/movie/86/494223.jpg,马跃，何政军,夏刚,0,0,Null,3,90,888,2012-01-01
"剧情,喜剧,爱情",影片《稍安勿躁》，通过三个承受不住大城市生活压力的青年人：紫寒（宋金笑）、大卫（范逸臣）斌哥（王宏伟），逃离“北上广”来到大宝村后，发生的匪夷所思、扑朔迷离、荒诞的人和事，以及他们又将面对的新的生存问题与错综复杂的情感故事，向观众展现了一个个生动而又沉重的为了理想垂死挣扎，被这个动荡社会所淹没，不知何去何从的现代年轻人形象。　　当“蚁族”“蜗居”成了奋斗在一线城市外地人的生活写照，当理想与现实分道扬镳，是该选择私奔还是坚守？坚守了会成功吗？私奔便会得到想要的那份轻松与安逸，迎来心中的那个春天吗？　　理想和现实、坚守与放弃，一直是他们心中说不出的痛………,稍安勿躁,http://p0.meituan.net/w.h/movie/47/532755.jpg,陈冲，范逸臣，王宏伟，伍勇纳，姜晓冲,宋金笑,50,5.5,2D,36,90,747,2012-09-07
惊悚,利亚·沃恩（桑娜·莱瑟 饰）终于走出失恋的阴影，与一位风度翩翩的陌生人（迈克尔·伊雷 饰）坠入爱河。然而她的前男友（摩里斯·切斯塔特 饰）又出现在她的生活里，她必须要弄清楚，究竟谁可以相信，而谁又会带来威胁。,完美家伙,http://p1.meituan.net/w.h/movie/a18608a333eb210c3f112ca12816dd8f81489.jpg,迈克尔·伊雷，桑娜·莱瑟，香侬·卢西奥，摩里斯·切斯塔特，卢蒂娜·卫斯理，霍特·麦克卡兰尼，罗尼·吉恩·布列文斯，威尔莫·卡德隆，Ryan Shaughnessy，L. Scott Caldwell，Michelle Evans，Amani K. Smith，Michael Andrew Baker，Julia Larson，克林特·乔丹，Glenn Lutz，Michael Lamone Bivins，查尔斯·达顿，约翰·盖兹，Michael Coons，Tripp Pickell，Granville Ames，Tyde Kierney，贾马尔·达夫，Gordon Clapp，杰西卡·帕克·肯尼迪，泰丝·哈珀，Lucas Lind，Patrick Daniel，Lyndsey Doolen，Irene Choi，凯瑟琳·莫里斯，David Starzyk，Jeff Davis，Kevin McNamara，Michael Panes，Sarah Domin，Duncan Joiner，Kelle Cantwell，John Fortson，Stephanie Garvin,大卫·M·罗森桑尔,0,0,2D,3,100,341639,2015-09-11
"剧情,惊悚",制药公司小职员医学博士出身的宰赫（金明敏 饰）早些年被弟弟宰弼（金东万 饰）劝诱炒股，结果赔得精光，如今委身于一家毫无前景的制药公司做推销员，在外低声下气，看客户脸色行事，心中的郁结只有向家中妻儿宣泄。与此同时，汉江流域附近接连发现数十具尸体，死者全身皆如干尸，死状恐怖。这一事件波及甚广，连宰赫身边的人也无法幸免。经调查发现，死者体内无一例外寄居着本应存在于昆虫身上的铁线虫，铁线虫会刺激宿主食欲大增以吸收养分，等到繁殖期时令宿主神志不清，投水自杀，再进入水中大量繁殖。面对这一新型变种，人类束手无策，无计可施，死亡人数呈几何数增加，韩国上下乱作一团，有如末日。原本为生计奔忙已焦头烂额的宰赫，该如何保护家人幸免于难……,铁线虫入侵,http://p0.meituan.net/w.h/movie/43/940433.jpg,金明敏，金烔完，李荷妮，文正熙，李亨哲，Moon Jeong-hee，Kim Myeong-min,朴正宇,449,7.30000019073,2D,261,109,1043,2012-12-06
"喜剧,爱情",影视公司宣传企划杨佳（刘诗诗 饰）得了怪病，命悬一线。暗恋她的程序员刘同（胡夏 饰）为使她不留遗憾，决定在她每次昏迷苏醒之际，以穿越之名为她圆梦。但，刘同的行动并不顺利，除了突发情况带来的穿帮，还有来自情敌尹哲（大左 饰）的奋力阻挠、戳穿。刘同竭尽全力与重重困难斗智斗勇，结果却完全出人意料——原来，杨佳并非真病，她是为对付上司骚扰，佯作患疾。刘同的努力，她完全明了，刘同为她精心设计的从民国到未来，跨越200年的美妙梦境，让杨佳深受感动。大家到此方才恍然大悟。可是，又一个意外横飞而来……,伤心童话,http://p0.meituan.net/w.h/movie/81/164110.jpg,刘诗诗，胡夏，大左，谢楠，林更新，伊力奇，杨悦，付滃，张子栋，赵佳怡，鞠鸿宇，张一鸣，叶清源,徐正超,717,7.5,2D,469,92,681,2012-09-14
爱情,生性羞涩的20岁男生胜民（李济勋 饰）在建筑学概论的课堂上第一次遇到音乐系女生瑞英（裴秀智 饰）。两人经常一起自习，慢慢变得亲密起来。然而，含蓄的胜民并不善于表达自己的感情，始终不能鼓起勇气向瑞英告白，亦导致后者误解，两人渐渐疏远。15年后，已成为建筑设计师的胜民（严泰雄 饰）接到一个翻修旧屋的项目，而委托人 正是当年的梦中情人瑞英（韩佳人 饰）。在工程进展过程中，两人在改造房屋过程中重新认识对方，于回忆中萌生了新的恋情……,建筑学概论,http://p0.meituan.net/w.h/movie/10/582393.jpg,韩佳人，严泰雄，李帝勋，秀智，赵正锡，高俊熙，刘延锡，金意成，Su-young Park，Hyeon-cheol Jo，Dong Joo Kim，Seung-Ho Lee，Su Ji Bae，Jun-hee Ko，Yeon-Seok Yoo，Je-hoon Lee，Jo Jeong-Seok，Dong Joo Kim,李勇周,19,7.30000019073,2D,66,118,858,2012-03-22
"动画,冒险",泰德（凯瑞·莎勒 Kerry Shale 配音）从小就梦想成为一位伟大的考古探险家，并一直为此而努力着。长大后，虽然他只是一个普通的建筑工人，日子穷困潦倒，并且遭遇了各种挫折打击，却一直坚持在追梦的路上。机缘巧合之下，第七次失去工作的泰德代替生病的考古教授前往秘鲁，寻 找传说中的印加黄金城。隐藏了真实身份的泰德与教授的女儿（菲奥娜·格拉斯科特 Fiona Glascott 配音）一道，带着打开失落之城的钥匙，来到美丽神秘的热带沙漠与丛林，共同踏上了一段的探险之旅。,秘鲁大冒险3D,http://p0.meituan.net/w.h/movie/62/286705.jpg,凯瑞·莎勒，米歇尔·珍娜，何塞·莫塔，Miguel Ángel Jenner，Jordi Royo，Pep Anton Muñoz，Meritxell Ané，Óscar Barberán，Carles Canut，Marta Martorell,安立奎·高德,138,7.5,3D,117,92,862,2012-09-14
"剧情,历史",传说中白鹿庇佑的白鹿原上，世代居住着同根家族白、鹿两姓子孙。时代变迁，清朝覆灭，民国建立。现任族长白嘉轩（张丰毅 饰）之子白孝文（成泰燊 饰）、乡约鹿子霖（吴刚 饰）之子鹿兆鹏（郭涛 饰）与白家长工鹿三之子黑娃（段奕宏 饰）情同手足，成年后各赴前程。黑娃与渭北郭举人家的小女人田小娥（张雨绮 饰）私通败露，田小娥亦被族长拒于祠堂之外，两人遂迁至慢坡窑洞内度日。加入共产党的鹿兆鹏从城里带回革命浪潮，黑娃成为中坚力量，国共分裂后兄弟俩被迫逃亡。鹿子霖乘机霸占独自留守的田小娥，并设计利用她陷害下任族长白孝文，引发族内轩然大波……风云变幻的时局下，素有“仁义”之名的白鹿村内纷争不断，古老的土地面临着翻天覆地的变化。,白鹿原,http://p0.meituan.net/w.h/movie/39/912497.jpg,张丰毅，张雨绮，段奕宏，吴刚，刘威，成泰燊，郭涛，许还山，Long Duan，张德行，Cao Xi'an Yang，Junjie Yang，Jiayu Yangchen，Zexin Yang，Li Meng，夏昊,王全安,692,6.5,2D,637,156,739,2012-09-15
剧情,    本片根据真人真事改编而成，故事原型来自河北农大果树系93（01）班同学15年如一日照顾病逝同学父母的感人事迹。主人公李宝阳在花样的年华因病陡然离世，为了告慰逝者也为了赡养逝者的父母，这群异姓的兄弟姐妹共同坚守着一个永远的约定——老吾老以及人之老。    15年间的点点滴滴由一个良心赌串起，相信人心和诚信的村主任与看透人情冷暖的刘曲儿打的这个赌亦是本剧的看点之一。最终，刘曲儿输了，他却在戏台高唱“一诺千金美名扬”。而这个群体用真情谱写的“善行河北”也响彻燕赵大地，温暖着每一个人。 ,一诺千金,http://p0.meituan.net/w.h/mmc/f5523879ec43bdcbda484c5f0e7cf3262776.png,Null,Null,0,6,Null,0,100,1025,2012-09-11
"剧情,儿童",黄花儿的父亲黄老蔫儿在采摘传说中的红芦苇时不幸去世，黄花儿母亲黄三娘因此得了忧郁症，母女二人相依为命。虽然生活中打击和磨砺不断，但朋友的帮助、师长的关怀，使黄花儿坚韧的克服了困难，母亲也最终得以痊愈。江中的那一抹红芦苇，不仅仅是困难的来源，也象征着照亮黄花儿生活的蜡烛。另外影片紧密围绕苇雕这一传统艺术，凸显了面对利益和金钱的各人各面，衬托了友情的温暖和亲情的感人，具有不可泯灭的现实意义。,一江明烛,http://p0.meituan.net/w.h/movie/36/9080996.jpg,Null,Null,0,0,Null,1,0,76875,1970-01-01
喜剧,MC小龙（孙楠 饰）被人打晕后在宾馆中醒来，惊慌的小龙跑回家中，惊见一片狼藉，侵入者留言索要200万。小龙找到几位好友：想当明星的助理茂茂（刘孜 饰）、导演老张（涂松岩 饰）、演出经理人林子（张瑶 饰）以及制作人小非商量对策。两天前小龙女友和生意人全儿（高晓松 饰）跑了之后，失意的小龙在俱乐部买醉，误入盗版商的碟片仓库，此后便失去了意识……几个好友对小龙两天来的经历一无所知，苦思被追索200万的原因而不得要领。另一方面，全儿的两个手下（周晓欧&景岗山 饰）来到宾馆独吞了200万，而小龙老板徐总则和俱乐部老板亨瑞合作，派出两名民工（谢天笑&李小龙 饰）绑架小龙，来作为一次炒作……,盗版猫,http://p0.meituan.net/w.h/movie/414b20ad8c67052415fc60ee0c5bad0931347.jpg,孙楠，景岗山，高晓松，阿朵，周晓鸥，孔令奇，谢天笑,Null,0,7,2D,1,90,248502,2009-09-25
"剧情,音乐",某艺术大学的美术系学生艾拉（顾莉雅 饰）已经大四，是系里不可多得的灵魂人物。在一次辩论赛中，艾拉带领着同系好友吴婷婷（叶青青 饰）、苏露露（王仲欣 饰）等一路过关斩将，重创劲敌音乐系。音乐 系的大龙（龙飞 饰）、二龙（龙泽 饰）、富二代路人丁（丁汀 饰）以及旁听生三强不甘就这样被几个黄毛丫头给打败，几个人找到才华横溢的康林（朱文超 饰）求救.....　　吴婷婷为了吸引康林的注意，相约几个好友拉上康林一同KTV。吴婷婷设计陷害康林，让康林支付高额消费款。康林中计，不得已做了酒吧歌手。艾拉找到驻唱的康林，希望能够在经济上资助康林，让康林好好的完成学业。没想到康林却毫不领情。二人发生争执......十一远游，康林艾拉离开大队伍，来到当年康林上过的渔网小学。尽管小学依旧简陋，却挡不住孩子们对知识的渴望。艾拉和康林共同为小孩子们上课，这样的经历让两人都对彼此增添...,毕业那年,http://p0.meituan.net/w.h/movie/36/885655.jpg,叶青青，顾莉雅，朱文超，王仲欣，丁汀，龙飞，龙泽,姚宇,108,5.80000019073,2D,52,88,836,2012-09-21
"剧情,惊悚,恐怖",生活在英国伦敦的亚瑟·科普斯（丹尼尔·雷德克里夫 Daniel Radcliffe 饰），早年他的妻子分娩时身亡，儿子虽然乖巧伶俐，但是亚瑟始终沉浸在亡妻之痛中无法自拔，面上的愁云久久不曾散去。某天，他受派前往某偏远村镇处理一位寡妇的遗产。在这个僻静甚至有些阴郁的小村庄，亚瑟受到了诸多冷遇，人们似乎并不欢迎他的到来，时刻希望他尽早处理完事务回到伦敦。亚瑟不固别人的劝说，兀自走入老寡妇位于滩渚中央的老房子调查。在此期间，村中有女孩离奇死亡，而亚瑟也时常在老宅四周看到奇怪的人与景象。他的到来慢慢揭开村里的秘密，也使自己陷入莫大的危险之中……,黑衣女人,http://p0.meituan.net/w.h/movie/100/180523.jpg,丹尼尔·雷德克里夫，塞伦·希德，珍妮·麦克蒂尔，Emma Shorey，Molly Harmon，苏菲·斯塔基，Misha Handley，杰西卡·瑞恩，罗杰·阿拉姆，露西·梅·巴克，Indira Ainger，Andy Robb，邵恩·杜里，玛丽·斯托克利，艾莉克希亚·奥斯本，阿尔菲·费尔德，维克多·麦克奎尔，Cathy Sara，蒂姆·迈克穆兰，Daniel Cerqueira，莉姿·怀特，Alice Khazanova，Ashley Foster，大卫·布克，奥菲·杜赫蒂，西德尼·约翰斯顿，保罗J·多夫，约翰R·沃克，Neil Broome，Lee Steele，Patricia Winker，Ellisa Walker-Reid，William Tobin，Angela Jobson，露·科菲尔德,詹姆斯·瓦特金斯,233,6.90000009537,2D,232,95,500,2012-09-20
"动作,奇幻,武侠",清朝中叶，内忧外患，传统崩溃，民生凋敝。小男孩杨露禅额头天生肉角、相貌奇异，却只会吃和傻笑，大家认定他这辈子只能混吃等死，唯独杨母（舒淇 饰）认为儿子露禅（袁晓超 饰）天赋异禀，将来必成大器。随着年龄增长，露禅渐渐展现异于常人的能力——对于种种拳脚招式，过目不忘，尤其是头顶肉角一旦被触动，更是力大无穷，无人能敌。高人指出，如能善用此天赋，他将成为绝顶高手，但若放任其颜色由红转黑，必有性命之虞。露禅一路颠沛流离来到陈家沟——太极拳的发源地，希望学拳保命。孰料陈家拳不传外人，所幸有神秘老人（梁家辉 饰）总在关键时刻暗中指点，露禅进步神速，令村民刮目相看。一向平静的山村，因为朝廷修筑铁道面临灭村危机。在陈家沟成长，从英国学成归国的直隶铁道总监造方子敬（彭于晏 饰），为了自己的前途，不惜牺牲乡亲的利益。玉娘（杨颖 饰）与子敬青梅竹马，面对爱人背叛，伤心欲绝，决定不惜性命保护家园。子敬率领机械怪兽“特洛伊”直捣村口，威胁村民限期搬离，否则夷为平地。露禅在神秘老人的指点下，与玉娘并肩作战，一举摧毁特洛伊，打退清兵，拯救全村。陷入疯狂的方子敬，誓言以更强大的火力报复，而玉娘也做出了一个重大决定……,太极1：从零开始,http://p0.meituan.net/w.h/movie/43/129992.jpg,袁晓超，杨颖，梁家辉，彭于晏，冯绍峰，谢欣颖，冯淬帆，梁小龙，冯克安，陈思诚，熊乃瑾，熊欣欣，袁文康，舒淇，冯德伦，谢贤，元彪，刘伟强，王羽，吴彦祖，彼得·斯特曼，保罗·菲利普·克拉克，徐慧慧，David Torok，马克·古德曼，刘碧丽，申思，吴迪，英达，魏爱轩,冯德伦,683,6.5,3D/IMAX 3D,860,98,743,2012-09-27
"剧情,悬疑",1932年，韩国国父金九流亡中国，藏身嘉兴民国元老褚辅成（赵文瑄 饰）家中，日本间谍为了追杀金九，联手当地伪县长（王双宝 饰），乔装成金九失散多年保镖，潜伏进入褚辅成家中伺机暗杀，一波又一波的试探中，这场暗战演变得愈加凶险……,非常营救,http://p0.meituan.net/w.h/movie/27/297531.jpg,赵文瑄，任帅，汪洋，胡影怡，董彦麟，张家川,"毛坚,许博",32,6,2D,25,90,827,2012-09-21
"爱情,悬疑",每个人都有秘密，年轻的宋其（范冰冰 饰）也有，她是一家整容公司的形象咨询师，无意发现了男朋友（冯绍峰 饰）和闺蜜（霍思燕 饰）的私情，随之她卷入了一起莫名的谋杀案，但随着案情的深入，一个更大的秘密渐渐逼近了她，在这个秘密里，她的爱情，她的欲望，她的亲情和她那无法治愈的疼痛，都随着她的一次神秘的远行而浮出水面，她要面对和找寻的，是她已经丢失的整个人生.....,二次曝光,http://p0.meituan.net/w.h/movie/41/356432.jpg,范冰冰，冯绍峰，霍思燕，姚安濂，陈冲，梁静，孔维，方励,李玉,2082,6.5,2D,1124,103,741,2012-09-29
剧情,20岁的金秋雨来到广东打工，在清苦的打工生涯中，她认识了比自己大8岁的同乡罗小光，他们之间发生的事足以让任何一个人都崩溃.绝望.痛不欲生，最终秋雨选择面对，她用宽广的胸怀和伟大的爱演绎着她平凡的人生。,秋雨绵绵,http://p1.meituan.net/w.h/movie/__38977703__9893194.jpg,王嘉，邵峰，雷恪生，牛犇，徐黄丽,Null,0,7,2D,0,90,78897,2012-01-01
"历史,战争",渡江战役前夕，一向“沂蒙小调”不离口的“济南第一团”大功连连长刘震山不但嘴上没有了歌声，还烧起了一串串水泡。原来，刘连长是个事事抢先的人，打日本、斗老蒋，大功连屡建奇功。部队开到长江边，即将进行渡江战役，刘连长就想争个渡江第一船，好让连史上再添光彩。但好运气不总是伴着他，先是指导员负伤住了院，连队开到江边找了好几天，连一条船的影子也没见着；全连官兵大部分都是旱鸭子，没几个人会游泳；在这个节骨眼上，连里又分来不少“问题兵”：“兵油子”魏长贵油水不进，翻身兵曲小顺见水就晕，兄弟连队又在虎视眈眈，而渔家女荷花又天天缠着他……一连串的麻烦搞得英勇善战的刘连长头大。但刘震天毕竟是刘震天，他设计抢回指导员帮他解难题，智激楚长福献出藏船，借助荷花训练官兵，乔装过江查清敌情，蒙混开船抢占先机，勇猛冲击夺得鸡头山，叠人梯升旗夺得“渡江第一船”……,渡江！渡江！,http://p0.meituan.net/w.h/movie/4/576339.jpg,殷桃，李幼斌，陈龙，郭晓峰，张笑君，章龄之，侯天来，张涵予,和小江,48,6,2D,16,91,904,2012-09-21
剧情,Null,北极,http://p0.meituan.net/w.h/mmc/f5523879ec43bdcbda484c5f0e7cf3262776.png,Null,Null,0,0,Null,0,0,321651,2008-11-08
剧情,暑假即将结束，十七岁的李东阳（王成阳 饰）却因为对父亲李林森（王志飞 饰）的一句承诺，不顾母亲（丁柳元 饰）的反对，毅然踏上了追寻父亲的足迹之路。那些父亲曾经走过的路，那些父亲曾经生活、工作过的地方，那些父亲曾经交往过的人物，那些父亲的铿锵言语，又一一呈现在李东阳的面前。他跋山涉水，不仅经历了一次生理的考验，更 经历了一次心灵的成长。虽然父亲去世的事实无法改变，但父亲的真诚与善良、父亲对生命意义的不懈追求，却在李东阳的心中留下了永远不可磨灭的烙印。,雨中的树,http://p0.meituan.net/w.h/movie/45/345097.jpg,王志飞，丁柳元，刘佩琦，雷恪生，闫妮，徐海乔，王成阳，吴军，邹俊百，马精武,尹力,150,6,2D,27,95,835,2012-09-19
"剧情,历史,古装",曹操（周润发 饰）的部属、尤其他的公子曹丕（邱心志 饰），希望借此良机推献帝禅位、曹操登基；同时反对曹操的势力，也加紧了行动，无人知晓四星合一之时，大汉天下将发生何种惊天动地之事。 关中，马超、韩遂的俘虏营后方，少男穆顺（玉木宏 饰）、少女灵（刘亦菲 饰）被一支铁骑掠走，押到一个巨大陵墓里，进行残酷的训练，他们将被塑造成铁血死士，完成一个不可告人的惊天任务。 五年后，曹操盛殓关羽，回到铜雀台，灵雎一袭红衣出现在曹操身旁。柔弱的汉献帝（苏有朋 饰）、野心勃勃的伏后（伊能静 饰）对曹操的归来噤若寒蝉，大臣们亦是各怀鬼胎。四星即将合一，一出“杀死曹操”的阴谋大戏正在紧锣密鼓的谋划着……,铜雀台,http://p0.meituan.net/w.h/movie/75/644037.jpg,周润发，刘亦菲，玉木宏，苏有朋，伊能静，邱心志，倪大红，姚橹，罗家英，保剑锋，池程，曲泉丞，彭敬慈，张籽沐，刘杰毅，郭金非，田瑞辉，牛犇，聂远，张耀扬，吴汝俊，汤镇宗，汤镇业，颜冠英，金延虎，李胜达，亓航,赵林山,497,7,2D,834,107,775,2012-09-26
"剧情,爱情",三十年代的上海，在日军枪炮下的上海依然上演着令人绝望的奢华，上流社会每日在没有明天的狂欢中迷失。谢易梵（张东健 饰）是一个把女人身体当成猎物的花花公子。莫婕妤（张柏芝 饰）是一个把自己身体当武器和筹码的交际花。谢公子的外婆（卢燕 饰）带来了新寡的女人杜芬玉（章子怡 饰） 。这是一位与风花雪月世界格格不入的纯情女子。杜芬玉的出现同时引起了谢、莫二位的兴趣。两人展开了以杜芬玉为诱饵的赌局游戏，赌的内容是杜芬玉的身体，奖品是谢易梵梦寐以求的莫婕妤的身体。谢公子面临着巨大的挑战，杜芬玉对谢公子的桃花攻略进行了顽强的抵抗，却越陷越深。但故事结局和以往的游戏完全不同——谢公子同往常一样离开他的战利品，但他发现，他深深的爱上了自己的猎物。故事因此而失控，情欲、嫉妒、阴谋、死亡统统不期而至，每一个身在其中的人都变得异常危险。那一刻死亡变得甜蜜，成功却痛不欲生，复仇变成挥之不去的恐惧。只有真爱永恒！,危险关系,http://p0.meituan.net/w.h/movie/63/189165.jpg,章子怡，张东健，张柏芝，窦骁，卢燕，王奕瑾，Dan Tong Han，Zhang Yun，Rong Rong，Shuli Xiao,许秦豪,934,7.19999980927,2D,535,110,776,2012-09-27
"动作,科幻,惊悚",未来，2044年。时间旅行从被发明的一开始就属于非法，只有当黑帮组织想清理某个特定对象、又不愿意在此世界留下任何痕迹时，才会出动“环形使者”。他们专门负责处决那些被时间传送回彼世界的目标。之所以称为“环形使者”，因为他们最终必须杀死未来的自己——这样才不会给未来主顾留下任何的麻烦。这个过程被称为“封环”。杀手乔（约瑟夫·高登-莱维特 饰）是最年轻的环形使者，弹无虚发，然而当他想处决来自未来的自己（布鲁斯·威利斯 饰）时，却遭到激烈反抗而失手。老年乔希望杀死未来封环计划中的关键人物——唤雨师，从而改变妻子（许晴 饰）的命运；青年乔在追杀过程中遇到了农场单亲妈妈莎拉（艾米莉·布朗特 饰），意外的成为了一对母子的保护人。两个版本的乔在这场改变未来（和现在）的豪赌中各出奇谋，上演了自我的巅峰对决......,环形使者,http://p0.meituan.net/w.h/movie/1b04520b47ad77b63c637e396cc4600152200.jpg,约瑟夫·高登-莱维特，布鲁斯·威利斯，艾米莉·布朗特，许晴，派珀·佩拉博，杰夫·丹尼尔斯，保罗·达诺，加瑞特·迪拉胡特，翠茜·索姆斯，汉·索托，詹姆斯·罗林斯，西尔维娅·杰弗里斯，诺亚·塞根，大卫·詹森，皮尔斯·加格农，杰姆斯·赫伯特，里奇·蒙哥马利，卡梅隆M·.布朗，山姆·梅迪纳，伊恩·帕特里克，尼古拉斯·肖恩·戈麦斯，马库斯·海斯特，迪克伦·塔莱恩，大卫·马丁内斯，Amy Le，Emily D. Haley，亚当·博耶，乔什·佩里，Brian Oerly，杰伊·阿莫尔，弗兰克·布伦南，Bailey Celeste Sacco，马里特·皮特斯，Kristyl Dawn Tift，Robert Hotalen，Logan Douglas Smith，Haylie Creppel，Kamden Beauchamp，Miles Marmolejo，DJ·米尔斯，Mark Jr. Tubre，Brittany Holt，Jaanika Kaarpalu，Rhonda Floyd Aguillard，加勒特·阿兰，Brett Beoubay，杰夫·蔡斯，Jared DePasquale，Gene Kevin Hames Jr.，辛西娅·勒布朗，埃尔顿·勒布朗，Avon Maser，韦恩·摩根，Jeff Pope，Sean Reynolds，Ty Parker Schuette，Suzanne Severio，Kevin Stillwell，James Lesley Taylor，劳伦·托马斯，米歇尔·托雷斯，John T. Wilson，迈克尔·沃兹尼亚克，乔恩·艾斯，Thirl Haston，Kenneth Brown Jr.，Cody Wood，Wayne Dehart，Robert Harvey，戴恩·罗兹，B.J. Parker,莱恩·约翰逊,647,7.59999990463,2D,934,118,778,2012-09-28
"动画,冒险",    阳光明媚、寂静平和的海滩，一群小海龟孵化出壳，他们摆动着稚嫩的臂膀，奋力向大海爬去。名叫塞米（比利·安格 Billy Unger 配音）的小海龟最后爬出蛋壳，但是他怎么也无法爬出沙坑。焦急时分，塞米更被海鸟捉到空中，眼看就成为了对方的点心。混乱之际，他结识了美丽的女孩莎莉（伊莎贝拉·弗尔曼 Isabelle Fuhrman 配音）。此后，他乘坐轮船的碎木板像海洋中心飘去，偶然遇到了他一生的好朋友雷。　　在此后的50年里，两个小家伙乘坐破木板周游世界，见识了海洋各处的美景奇观，也经历着人类为了私欲对海洋做出的无可弥补的破坏，他们的冒险从未结束…… ,萨米大冒险,http://p0.meituan.net/w.h/movie/__15389582__1322366.jpg,伊莎贝拉·弗尔曼，詹尼·麦卡锡，蒂姆·克里，尤里·罗文福，梅兰尼·格里菲斯，安东尼·安德森，小艾德·博格里，斯泰西·基齐，凯西·格里芬，柯斯汀·科佩尔，比利·安格，Heather Trzyna，琪琪·珀露，Eric Unger，Grant Klemann，Sydney Hope Banner，帕特·卡洛尔，卡洛斯·麦卡勒斯，Darren Capozzi，Tim Dadabo，Denis Kacenga，克里斯·安德鲁·齐佑拉，杰玛·阿特登，多米尼克·库珀，Sohm Kapila，罗伯特·席安，克里斯汀·布莱克利，Julia Boecker，Melanie Cooper，Ray Gillon，约翰·赫特，Angella Mackintosh，Stephanie Powter，Georgia Sweeney,本·斯塔森,164,8.19999980927,3D,146,88,894,2012-09-30
