showRate,movieId,subBoxOffice,releaseDay,boxRateshowZero,dailyBoxOffice,movieName
0.13,78852,11,-1,0.13,False,11.3,暴力街区
0.93,78657,5013,28,0.11,False,10.0,笔仙III
0.02,901,4310,2136,0.08,False,7.4,保持通话
0.04,79200,971,73,0.08,False,7.3,天上的菊美
0.01,152,6251,2311,0.08,False,7.2,三国之见龙卸甲
0.02,220,17274,1037,0.07,False,6.7,白蛇传说
0.01,17918,301,2926,0.07,False,6.4,龙虎门
0.15,79137,6200,22,0.07,False,6.1,赛尔号大电影4:圣魔之战
31.01,78268,7100,2,42.45,False,4521.7,白发魔女传之明月天国
15.53,78697,44077,9,18.82,False,2005.0,后会无期
16.63,78772,5182,3,15.43,False,1643.4,闺蜜
10.18,78852,974,1,9.04,False,962.6,暴力街区
8.46,78826,1315,2,5.42,False,577.2,龙之谷·破晓奇兵
4.02,78267,37805,15,3.34,False,356.0,京城81号
3.22,78487,50487,16,1.95,False,207.3,小时代3：刺金时代
1.86,79231,4754,8,1.05,False,112.1,神笔马良
4.42,245956,102,1,0.96,False,102.1,不再说分手
2.47,245883,56,1,0.53,False,56.1,我想结婚的时候你在哪
0.49,245873,1769,8,0.22,False,23.4,幻影车神:魔盗激情
0.22,78554,66408,36,0.13,False,14.0,分手大师
0.26,78485,20801,23,0.11,False,12.2,老男孩猛龙过江
0.09,79201,995,78,0.11,False,12.0,永远的焦裕禄
0.04,79200,986,74,0.09,False,9.5,天上的菊美
0.41,245874,2744,15,0.06,False,5.9,开心超人2:启源星之战
0.42,78657,5017,29,0.04,False,4.3,笔仙III
0.07,245885,4743,23,0.04,False,3.9,洛克王国3圣龙的守护
0.10,79139,291,25,0.03,False,3.7,无处可逃
0.11,78452,94,22,0.03,False,3.0,破局
30.45,78268,17611,3,43.07,False,10511.5,白发魔女传之明月天国
16.17,78697,48697,10,18.93,False,4620.1,后会无期
16.82,78772,8653,4,14.22,False,3471.3,闺蜜
9.74,78852,3110,2,8.75,False,2135.8,暴力街区
7.96,78826,2490,3,4.79,False,1169.7,龙之谷·破晓奇兵
3.84,78267,38694,16,3.64,False,889.2,京城81号
3.35,78487,51025,17,2.20,False,538.1,小时代3：刺金时代
5.16,245956,541,2,1.77,False,432.8,不再说分手
1.93,79231,5018,9,1.08,False,263.7,神笔马良
2.67,245883,215,2,0.65,False,158.6,我想结婚的时候你在哪
0.42,245873,1817,9,0.20,False,47.9,幻影车神:魔盗激情
0.21,78554,66439,37,0.13,False,31.3,分手大师
0.21,78485,20825,24,0.10,False,24.0,老男孩猛龙过江
0.40,78657,5031,30,0.06,False,14.6,笔仙III
0.35,245874,2756,16,0.05,False,12.3,开心超人2:启源星之战
0.00,78177,26,-6,0.04,False,10.0,秦时明月之龙腾万里
0.08,245885,4750,24,0.03,False,7.3,洛克王国3圣龙的守护
0.13,78297,2073,30,0.03,False,6.1,美国骗局
0.07,79137,6205,24,0.02,False,5.9,赛尔号大电影4:圣魔之战
0.01,901,4312,2138,0.01,False,2.4,保持通话
29.43,78268,22374,4,34.92,False,4762.9,白发魔女传之明月天国
17.26,78697,51445,11,20.15,False,2747.4,后会无期
16.55,78772,10672,5,14.80,False,2018.9,闺蜜
11.24,78852,4793,3,12.35,False,1683.6,暴力街区
8.48,78826,3560,4,7.84,False,1069.8,龙之谷·破晓奇兵
4.11,78267,39167,17,3.47,False,472.8,京城81号
2.33,79231,5318,10,2.20,False,300.6,神笔马良
3.09,78487,51296,18,1.99,False,270.8,小时代3：刺金时代
3.92,245956,661,3,0.88,False,119.6,不再说分手
1.61,245883,246,3,0.23,False,31.0,我想结婚的时候你在哪
0.44,245873,1846,10,0.21,False,28.3,幻影车神:魔盗激情
0.23,78554,66458,38,0.14,False,19.0,分手大师
0.23,78485,20841,25,0.12,False,16.0,老男孩猛龙过江
0.41,245874,2770,17,0.10,False,14.1,开心超人2:启源星之战
0.08,79137,6214,25,0.06,False,8.9,赛尔号大电影4:圣魔之战
0.09,245885,4761,25,0.05,False,6.9,洛克王国3圣龙的守护
0.37,78657,5036,31,0.04,False,5.1,笔仙III
0.00,245866,4,-4,0.03,False,4.2,绣春刀
0.13,78297,2076,31,0.02,False,2.8,美国骗局
0.01,901,4315,2139,0.02,False,2.4,保持通话
28.99,78268,24728,5,33.54,False,2354.2,白发魔女传之明月天国
17.73,78697,52709,12,18.01,False,1264.4,后会无期
16.52,78772,11909,6,17.62,False,1236.8,闺蜜
12.66,78852,5863,4,15.24,False,1069.8,暴力街区
7.98,78826,3976,5,5.94,False,416.7,龙之谷·破晓奇兵
4.36,78267,39440,18,3.89,False,272.9,京城81号
3.01,78487,51446,19,2.13,False,149.8,小时代3：刺金时代
2.15,79231,5414,11,1.36,False,95.3,神笔马良
3.62,245956,732,4,1.01,False,71.1,不再说分手
0.56,245873,1866,11,0.29,False,20.1,幻影车神:魔盗激情
0.23,78554,66470,39,0.17,False,11.9,分手大师
1.16,245883,257,4,0.15,False,10.8,我想结婚的时候你在哪
0.26,78485,20851,26,0.13,False,9.5,老男孩猛龙过江
0.02,79200,991,77,0.07,False,5.0,天上的菊美
0.44,245874,2775,18,0.07,False,4.6,开心超人2:启源星之战
0.09,79137,6220,26,0.04,False,2.8,赛尔号大电影4:圣魔之战
0.08,245885,4763,26,0.03,False,2.1,洛克王国3圣龙的守护
0.02,79201,997,81,0.02,False,1.7,永远的焦裕禄
0.01,70010,943,1071,0.02,False,1.3,通道转兵
0.13,78297,2083,32,0.02,False,1.3,美国骗局
28.23,78268,26884,6,31.60,False,2155.6,白发魔女传之明月天国
17.92,78697,53937,13,18.00,False,1228.1,后会无期
16.30,78772,13094,7,17.38,False,1185.5,闺蜜
13.76,78852,7007,5,16.77,False,1143.8,暴力街区
7.90,78826,4397,6,6.17,False,421.0,龙之谷·破晓奇兵
4.59,78267,39716,19,4.05,False,276.2,京城81号
3.00,78487,51589,20,2.11,False,143.8,小时代3：刺金时代
2.20,79231,5516,12,1.50,False,102.2,神笔马良
3.42,245956,798,5,0.97,False,66.2,不再说分手
0.58,245873,1886,12,0.30,False,20.5,幻影车神:魔盗激情
0.24,78554,66481,40,0.16,False,10.9,分手大师
0.28,78485,20860,27,0.13,False,9.2,老男孩猛龙过江
0.02,79200,999,78,0.12,False,8.1,天上的菊美
0.92,245883,264,5,0.11,False,7.3,我想结婚的时候你在哪
0.45,245874,2779,19,0.07,False,4.6,开心超人2:启源星之战
0.01,245866,8,-2,0.05,False,3.5,绣春刀
0.08,79137,6223,27,0.04,False,2.8,赛尔号大电影4:圣魔之战
0.02,79201,1000,82,0.04,False,2.6,永远的焦裕禄
0.07,245885,4765,27,0.03,False,1.8,洛克王国3圣龙的守护
0.01,70010,944,1072,0.02,False,1.3,通道转兵
27.68,78268,28646,7,29.53,False,1761.8,白发魔女传之明月天国
14.42,78852,8111,6,18.50,False,1103.9,暴力街区
17.91,78697,55019,14,18.13,False,1081.8,后会无期
16.32,78772,14131,8,17.38,False,1037.2,闺蜜
7.79,78826,4758,7,6.04,False,360.5,龙之谷·破晓奇兵
4.65,78267,39964,20,4.16,False,248.3,京城81号
2.96,78487,51712,21,2.05,False,122.5,小时代3：刺金时代
2.27,79231,5608,13,1.55,False,92.3,神笔马良
3.22,245956,856,6,0.98,False,58.6,不再说分手
0.60,245873,1905,13,0.32,False,18.9,幻影车神:魔盗激情
0.25,78554,66491,41,0.16,False,9.7,分手大师
0.20,245866,17,-1,0.15,False,9.2,绣春刀
0.30,78485,20868,28,0.14,False,8.5,老男孩猛龙过江
0.02,79200,1007,79,0.11,False,6.8,天上的菊美
0.80,245883,271,6,0.11,False,6.5,我想结婚的时候你在哪
0.03,79201,1006,83,0.09,False,5.1,永远的焦裕禄
0.45,245874,2784,20,0.08,False,4.5,开心超人2:启源星之战
0.01,70010,981,1073,0.07,False,4.4,通道转兵
0.08,79137,6225,28,0.04,False,2.3,赛尔号大电影4:圣魔之战
0.02,507,1807,806,0.03,False,1.7,忠诚与背叛
22.93,78268,30076,8,25.32,False,1430.2,白发魔女传之明月天国
13.10,78852,9102,7,17.54,False,990.8,暴力街区
15.21,78697,55943,15,16.35,False,923.6,后会无期
13.17,78772,14977,9,14.97,False,845.3,闺蜜
18.25,245866,735,1,12.71,False,718.0,绣春刀
6.82,78826,5058,8,5.32,False,300.5,龙之谷·破晓奇兵
3.59,78267,40146,21,3.21,False,181.2,京城81号
1.96,78487,51791,22,1.40,False,79.2,小时代3：刺金时代
1.90,79231,5685,14,1.36,False,76.6,神笔马良
1.70,245956,890,7,0.60,False,33.7,不再说分手
0.38,245873,1915,14,0.18,False,10.0,幻影车神:魔盗激情
0.10,78177,32,-1,0.11,False,6.5,秦时明月之龙腾万里
0.18,78554,66497,42,0.10,False,5.9,分手大师
0.20,78485,20874,29,0.10,False,5.6,老男孩猛龙过江
0.02,79200,1012,80,0.09,False,5.2,天上的菊美
0.07,79135,5,-1,0.09,False,5.1,碟仙诡谭
0.05,79201,1011,84,0.09,False,5.0,永远的焦裕禄
0.04,79023,3,-1,0.05,False,3.0,神秘世界历险记2
0.29,245874,2787,21,0.05,False,2.8,开心超人2:启源星之战
0.06,79137,6227,29,0.04,False,2.1,赛尔号大电影4:圣魔之战
12.56,78177,1381,1,17.00,False,1342.3,秦时明月之龙腾万里
17.45,78268,31413,9,16.93,False,1337.0,白发魔女传之明月天国
10.56,78852,10173,8,13.57,False,1071.3,暴力街区
7.31,79023,910,1,11.48,False,906.3,神秘世界历险记2
11.33,78697,56846,16,11.44,False,903.5,后会无期
9.48,78772,15756,10,9.86,False,778.8,闺蜜
13.26,245866,1483,2,9.47,False,747.7,绣春刀
5.36,79135,292,1,3.63,False,286.2,碟仙诡谭
5.75,245967,138,1,1.74,False,137.7,洋妞到我家
1.83,78267,40261,22,1.46,False,115.0,京城81号
2.16,78826,5166,9,1.37,False,108.1,龙之谷·破晓奇兵
0.99,78487,51842,23,0.64,False,50.8,小时代3：刺金时代
0.46,79231,5708,15,0.29,False,22.8,神笔马良
0.66,245956,911,8,0.27,False,21.0,不再说分手
0.08,79201,1022,85,0.14,False,11.3,永远的焦裕禄
0.03,79200,1021,81,0.12,False,9.5,天上的菊美
0.18,245873,1923,15,0.10,False,7.8,幻影车神:魔盗激情
0.12,702,2171,729,0.08,False,6.5,神秘世界历险记
0.10,78554,66501,43,0.06,False,4.4,分手大师
0.33,79134,3,1,0.04,False,3.5,纯纯欲动
16.46,78268,33127,10,17.08,False,1714.2,白发魔女传之明月天国
10.98,78852,11732,9,15.54,False,1558.7,暴力街区
10.92,78697,58170,17,13.20,False,1324.4,后会无期
14.06,78177,2651,2,12.61,False,1265.3,秦时明月之龙腾万里
9.68,79023,2104,2,11.90,False,1194.3,神秘世界历险记2
11.39,245866,2535,3,10.49,False,1052.8,绣春刀
8.98,78772,16729,11,9.70,False,972.9,闺蜜
5.54,79135,594,2,3.01,False,302.0,碟仙诡谭
2.01,78826,5329,10,1.62,False,163.0,龙之谷·破晓奇兵
5.04,245967,300,2,1.58,False,158.9,洋妞到我家
1.73,78267,40414,23,1.53,False,153.4,京城81号
0.91,78487,51898,24,0.56,False,56.2,小时代3：刺金时代
0.54,79231,5748,16,0.40,False,40.5,神笔马良
0.56,245956,934,9,0.23,False,22.6,不再说分手
0.16,702,2181,730,0.10,False,10.2,神秘世界历险记
0.18,245873,1931,16,0.08,False,8.5,幻影车神:魔盗激情
0.63,245958,8,1,0.08,False,8.2,飞跃地心
0.10,78554,66508,44,0.07,False,7.5,分手大师
0.10,78485,20879,31,0.05,False,5.0,老男孩猛龙过江
0.02,79201,1024,86,0.02,False,1.8,永远的焦裕禄
16.20,78268,34758,11,17.00,False,1630.6,白发魔女传之明月天国
11.41,78852,13229,10,15.62,False,1497.6,暴力街区
11.02,78697,59368,18,12.49,False,1197.3,后会无期
13.75,78177,3811,3,12.09,False,1159.8,秦时明月之龙腾万里
10.23,79023,3256,3,12.02,False,1152.5,神秘世界历险记2
11.26,245866,3619,4,11.30,False,1083.5,绣春刀
8.94,78772,17642,12,9.52,False,913.1,闺蜜
5.65,79135,880,3,2.98,False,285.9,碟仙诡谭
2.00,78826,5504,11,1.82,False,174.1,龙之谷·破晓奇兵
1.79,78267,40560,24,1.52,False,145.7,京城81号
4.62,245967,444,3,1.51,False,144.4,洋妞到我家
0.96,78487,51957,25,0.61,False,58.8,小时代3：刺金时代
0.55,79231,5791,17,0.44,False,42.5,神笔马良
0.58,245956,960,10,0.28,False,26.4,不再说分手
0.15,702,2191,731,0.10,False,10.0,神秘世界历险记
0.20,245873,1941,17,0.10,False,9.4,幻影车神:魔盗激情
0.10,78554,66517,45,0.09,False,8.5,分手大师
0.50,245958,14,2,0.06,False,5.8,飞跃地心
0.08,245883,273,10,0.03,False,2.8,我想结婚的时候你在哪
0.01,245968,2,-5,0.03,False,2.5,爱情进化论
16.39,78268,35688,12,17.38,False,930.4,白发魔女传之明月天国
12.25,78852,14112,11,16.48,False,882.3,暴力街区
11.74,245866,4294,5,12.61,False,675.0,绣春刀
11.49,78697,60008,19,11.96,False,640.2,后会无期
12.77,78177,4403,4,11.06,False,592.2,秦时明月之龙腾万里
9.33,78772,18222,13,10.84,False,580.6,闺蜜
9.27,79023,3719,4,8.63,False,462.1,神秘世界历险记2
5.84,79135,1103,4,4.16,False,222.9,碟仙诡谭
1.88,78267,40668,25,2.03,False,108.8,京城81号
4.18,245967,527,4,1.55,False,82.8,洋妞到我家
1.87,78826,5572,12,1.27,False,67.9,龙之谷·破晓奇兵
0.99,78487,51995,26,0.72,False,38.5,小时代3：刺金时代
0.58,245956,976,11,0.30,False,16.0,不再说分手
0.48,79231,5806,18,0.28,False,15.2,神笔马良
0.22,245873,1948,18,0.14,False,7.2,幻影车神:魔盗激情
0.39,245958,18,3,0.07,False,3.8,飞跃地心
0.13,702,2194,732,0.06,False,3.4,神秘世界历险记
0.01,79201,1026,88,0.05,False,2.8,永远的焦裕禄
0.01,79200,1024,84,0.05,False,2.7,天上的菊美
0.17,79134,12,4,0.04,False,2.2,纯纯欲动
16.35,78268,36645,13,17.44,False,957.2,白发魔女传之明月天国
12.98,78852,15037,12,16.87,False,925.7,暴力街区
12.18,245866,5053,6,13.84,False,759.5,绣春刀
11.65,78697,60658,20,11.86,False,650.7,后会无期
9.39,78772,18806,14,10.64,False,584.2,闺蜜
12.16,78177,4948,5,9.93,False,545.0,秦时明月之龙腾万里
9.14,79023,4176,5,8.33,False,457.2,神秘世界历险记2
5.92,79135,1323,5,4.00,False,219.8,碟仙诡谭
1.94,78267,40786,26,2.14,False,117.6,京城81号
3.63,245967,609,5,1.50,False,82.3,洋妞到我家
1.85,78826,5642,13,1.29,False,70.9,龙之谷·破晓奇兵
0.99,78487,52034,27,0.70,False,38.2,小时代3：刺金时代
0.51,79231,5824,19,0.33,False,18.3,神笔马良
0.61,245956,991,12,0.27,False,15.1,不再说分手
0.23,245873,1955,19,0.14,False,7.5,幻影车神:魔盗激情
0.01,79200,1028,85,0.07,False,3.8,天上的菊美
0.34,245958,22,4,0.07,False,3.6,飞跃地心
0.12,702,2198,733,0.06,False,3.2,神秘世界历险记
0.01,901,4318,2148,0.06,False,3.1,保持通话
0.01,245934,84,58,0.05,False,2.5,兰辉
13.26,78852,15880,13,17.15,False,842.5,暴力街区
16.16,78268,37466,14,16.70,False,820.2,白发魔女传之明月天国
12.47,245866,5794,7,15.07,False,740.3,绣春刀
11.63,78697,61235,21,11.73,False,576.1,后会无期
9.43,78772,19317,15,10.39,False,510.4,闺蜜
11.75,78177,5380,6,8.81,False,432.8,秦时明月之龙腾万里
9.05,79023,4540,6,7.42,False,364.3,神秘世界历险记2
5.90,79135,1519,6,4.01,False,196.8,碟仙诡谭
1.95,78267,40893,27,2.17,False,106.6,京城81号
0.75,78540,77,-1,1.58,False,77.4,驯龙高手2
3.41,245967,679,6,1.42,False,69.5,洋妞到我家
1.84,78826,5704,14,1.25,False,61.3,龙之谷·破晓奇兵
1.00,78487,52067,28,0.69,False,33.7,小时代3：刺金时代
0.52,79231,5840,20,0.32,False,15.8,神笔马良
0.58,245956,1006,13,0.30,False,14.6,不再说分手
0.24,245873,1963,20,0.16,False,7.9,幻影车神:魔盗激情
0.01,245930,6,-2,0.13,False,6.2,香气
0.01,245875,6,-2,0.11,False,5.5,江湖论剑实录
0.01,382,14199,1423,0.10,False,5.1,精武风云·陈真
0.02,79200,1032,86,0.09,False,4.3,天上的菊美
29.27,78540,3582,1,50.87,False,3503.8,驯龙高手2
10.98,78852,16535,14,9.52,False,655.7,暴力街区
9.73,245866,6356,8,8.16,False,562.1,绣春刀
11.24,78268,38004,15,7.82,False,538.7,白发魔女传之明月天国
8.49,78697,61656,22,6.11,False,421.1,后会无期
6.30,78772,19669,16,5.11,False,352.1,闺蜜
4.84,79023,4722,7,2.64,False,182.2,神秘世界历险记2
5.08,78177,5546,7,2.40,False,165.5,秦时明月之龙腾万里
4.56,245968,149,-1,2.12,False,145.7,爱情进化论
4.42,79135,1656,7,1.98,False,136.1,碟仙诡谭
1.25,78267,40966,28,1.07,False,73.4,京城81号
1.65,245967,710,7,0.46,False,31.6,洋妞到我家
0.67,78487,52089,29,0.32,False,22.0,小时代3：刺金时代
0.58,78826,5715,15,0.17,False,11.7,龙之谷·破晓奇兵
0.22,78359,10,-1,0.14,False,9.9,庞贝末日
0.44,245956,1013,14,0.11,False,7.7,不再说分手
0.06,78495,6,-1,0.09,False,6.0,好命先生
0.02,79200,1038,87,0.08,False,5.7,天上的菊美
0.01,382,14204,1424,0.07,False,5.1,精武风云·陈真
0.19,245873,1968,21,0.06,False,4.3,幻影车神:魔盗激情
26.21,78540,6953,2,45.08,False,3370.6,驯龙高手2
16.67,78359,1292,1,17.15,False,1282.1,庞贝末日
8.85,78495,480,1,6.28,False,469.5,好命先生
4.24,78852,16871,15,4.49,False,336.0,暴力街区
3.92,245866,6685,9,4.40,False,329.0,绣春刀
8.69,78294,317,1,4.24,False,316.8,冬荫功2:拳霸天下
6.37,245875,247,1,3.22,False,240.7,江湖论剑实录
2.74,78697,61847,23,2.56,False,191.2,后会无期
5.97,245968,324,1,2.34,False,175.1,爱情进化论
3.34,78268,38176,16,2.30,False,171.7,白发魔女传之明月天国
2.47,79023,4860,8,1.84,False,137.6,神秘世界历险记2
1.67,78772,19806,17,1.83,False,136.6,闺蜜
2.89,245930,76,1,0.94,False,70.1,香气
1.60,78177,5615,8,0.92,False,69.0,秦时明月之龙腾万里
1.85,79135,1716,8,0.81,False,60.2,碟仙诡谭
0.43,78267,41003,29,0.50,False,37.4,京城81号
0.35,78857,26,-1,0.35,False,26.4,反贪风暴
1.25,245957,14,1,0.19,False,14.3,永春白鹤拳之擎天画卷
0.29,245967,717,8,0.10,False,7.3,洋妞到我家
0.21,78487,52096,30,0.09,False,7.1,小时代3：刺金时代
25.89,78540,11953,3,45.56,False,5000.0,驯龙高手2
15.85,78857,1751,1,15.71,False,1724.6,反贪风暴
14.69,78359,2805,2,13.79,False,1513.0,庞贝末日
3.25,245866,7082,10,3.62,False,397.1,绣春刀
7.75,78495,864,2,3.50,False,384.4,好命先生
3.15,78852,17219,16,3.17,False,347.9,暴力街区
2.65,79023,5113,9,2.30,False,252.9,神秘世界历险记2
5.97,78294,549,2,2.09,False,229.2,冬荫功2:拳霸天下
2.10,78697,62060,24,1.94,False,213.0,后会无期
5.14,245875,457,2,1.92,False,210.7,江湖论剑实录
2.30,78268,38337,17,1.47,False,160.8,白发魔女传之明月天国
1.22,78772,19935,18,1.18,False,129.8,闺蜜
3.97,245968,450,2,1.14,False,124.7,爱情进化论
1.32,78177,5713,9,0.89,False,97.8,秦时明月之龙腾万里
1.62,79135,1776,9,0.54,False,59.8,碟仙诡谭
1.69,245930,125,2,0.44,False,48.6,香气
0.38,78267,41034,30,0.28,False,30.4,京城81号
0.21,78487,52109,31,0.11,False,12.3,小时代3：刺金时代
0.66,245957,25,2,0.09,False,9.5,永春白鹤拳之擎天画卷
0.19,245967,726,9,0.08,False,8.7,洋妞到我家
26.01,78540,16658,4,44.20,False,4704.8,驯龙高手2
17.48,78857,3440,2,15.86,False,1688.7,反贪风暴
14.55,78359,4280,3,13.85,False,1474.6,庞贝末日
3.58,245866,7502,11,3.95,False,420.7,绣春刀
7.73,78495,1248,3,3.61,False,384.0,好命先生
3.27,78852,17564,17,3.24,False,344.4,暴力街区
2.83,79023,5399,10,2.69,False,286.3,神秘世界历险记2
5.08,78294,764,3,2.02,False,214.6,冬荫功2:拳霸天下
2.21,78697,62269,25,1.96,False,209.1,后会无期
4.77,245875,658,3,1.87,False,199.4,江湖论剑实录
2.30,78268,38502,18,1.55,False,164.8,白发魔女传之明月天国
1.25,78772,20062,19,1.19,False,126.7,闺蜜
3.51,245968,560,3,1.03,False,110.0,爱情进化论
1.32,78177,5811,10,0.92,False,98.1,秦时明月之龙腾万里
1.60,79135,1831,10,0.52,False,55.3,碟仙诡谭
1.30,245930,167,3,0.37,False,39.0,香气
0.38,78267,41065,31,0.29,False,31.0,京城81号
0.17,78487,52116,32,0.07,False,7.5,小时代3：刺金时代
0.51,245957,32,3,0.06,False,6.8,永春白鹤拳之擎天画卷
0.14,78826,5721,18,0.06,False,5.9,龙之谷·破晓奇兵
25.75,78540,18900,5,40.05,False,2241.9,驯龙高手2
18.95,78857,4422,3,17.54,False,981.8,反贪风暴
14.71,78359,5123,4,15.06,False,843.0,庞贝末日
7.76,78495,1489,4,4.30,False,240.9,好命先生
3.94,245866,7736,12,4.18,False,234.0,绣春刀
3.46,78852,17753,18,3.39,False,189.5,暴力街区
4.46,245875,780,4,2.19,False,122.3,江湖论剑实录
4.65,78294,880,4,2.07,False,116.1,冬荫功2:拳霸天下
2.29,78697,62381,26,2.01,False,112.3,后会无期
2.46,79023,5497,11,1.74,False,97.5,神秘世界历险记2
2.29,78268,38595,19,1.67,False,93.4,白发魔女传之明月天国
1.26,78772,20142,20,1.43,False,79.9,闺蜜
3.20,245968,626,4,1.18,False,65.9,爱情进化论
1.65,79135,1874,11,0.77,False,43.2,碟仙诡谭
1.20,78177,5853,11,0.76,False,42.5,秦时明月之龙腾万里
0.33,78267,41095,32,0.54,False,30.2,京城81号
1.08,245930,190,4,0.41,False,22.9,香气
0.44,245957,37,4,0.09,False,5.1,永春白鹤拳之擎天画卷
0.13,78487,52121,33,0.08,False,4.5,小时代3：刺金时代
0.00,245867,3,-3,0.05,False,3.1,临时同居
25.81,78540,21215,6,40.35,False,2315.6,驯龙高手2
19.54,78857,5387,4,16.82,False,965.2,反贪风暴
14.89,78359,6013,5,15.51,False,889.9,庞贝末日
4.33,245866,7996,13,4.53,False,259.7,绣春刀
7.77,78495,1732,5,4.23,False,242.5,好命先生
3.68,78852,17960,19,3.60,False,206.4,暴力街区
4.26,245875,901,5,2.11,False,120.9,江湖论剑实录
2.35,78697,62497,27,2.01,False,115.4,后会无期
4.35,78294,991,5,1.93,False,110.8,冬荫功2:拳霸天下
2.47,79023,5602,12,1.84,False,105.5,神秘世界历险记2
2.30,78268,38694,20,1.73,False,99.3,白发魔女传之明月天国
1.30,78772,20218,21,1.33,False,76.1,闺蜜
2.93,245968,687,5,1.07,False,61.1,爱情进化论
1.70,79135,1919,12,0.79,False,45.1,碟仙诡谭
1.19,78177,5894,12,0.70,False,40.1,秦时明月之龙腾万里
0.93,245930,206,5,0.29,False,16.4,香气
0.03,78267,41109,33,0.25,False,14.2,京城81号
0.01,78824,10,-3,0.18,False,10.1,四大名捕大结局
0.01,245867,9,-2,0.10,False,5.6,临时同居
0.14,78487,52126,34,0.09,False,5.1,小时代3：刺金时代
25.77,78540,23215,7,38.38,False,1999.8,驯龙高手2
19.47,78857,6286,5,17.26,False,899.0,反贪风暴
15.04,78359,6860,6,16.26,False,847.1,庞贝末日
4.54,245866,8247,14,4.82,False,251.1,绣春刀
7.71,78495,1961,6,4.40,False,229.3,好命先生
3.81,78852,18160,20,3.85,False,200.4,暴力街区
4.06,245875,1007,6,2.04,False,106.0,江湖论剑实录
2.38,78697,62600,28,1.99,False,103.8,后会无期
4.14,78294,1091,6,1.92,False,99.8,冬荫功2:拳霸天下
2.46,79023,5696,13,1.80,False,93.7,神秘世界历险记2
2.25,78268,38781,21,1.66,False,86.6,白发魔女传之明月天国
1.32,78772,20287,22,1.32,False,68.8,闺蜜
2.73,245968,738,6,0.99,False,51.6,爱情进化论
1.80,79135,1962,13,0.82,False,42.6,碟仙诡谭
1.18,78177,5929,13,0.69,False,35.9,秦时明月之龙腾万里
0.27,245867,27,-1,0.36,False,18.8,临时同居
0.01,78267,41123,34,0.27,False,14.0,京城81号
0.85,245930,220,6,0.26,False,13.4,香气
0.02,79201,1033,97,0.12,False,6.5,永远的焦裕禄
0.19,245967,731,13,0.09,False,4.9,洋妞到我家
19.11,78540,24915,8,29.72,False,1699.5,驯龙高手2
20.50,245867,1446,1,24.80,False,1418.1,临时同居
10.57,78359,7462,7,10.53,False,602.0,庞贝末日
14.06,78857,6868,6,10.18,False,582.1,反贪风暴
10.68,245856,367,1,6.41,False,366.8,丛林之王
4.48,246008,199,1,3.49,False,199.4,白雪公主之矮人力量
2.88,245866,8408,15,2.80,False,160.3,绣春刀
1.52,78824,170,-1,2.79,False,159.4,四大名捕大结局
2.10,78852,18267,21,1.88,False,107.4,暴力街区
3.95,78495,2034,7,1.28,False,73.0,好命先生
1.43,78697,62660,29,1.04,False,59.7,后会无期
1.00,79023,5742,14,0.80,False,45.8,神秘世界历险记2
1.25,78268,38824,22,0.76,False,43.3,白发魔女传之明月天国
0.66,78772,20320,23,0.58,False,33.1,闺蜜
1.70,245875,1040,7,0.57,False,32.6,江湖论剑实录
1.57,78294,1121,7,0.53,False,30.4,冬荫功2:拳霸天下
1.26,79135,1989,14,0.48,False,27.3,碟仙诡谭
0.37,78177,5944,14,0.25,False,14.1,秦时明月之龙腾万里
0.01,78267,41137,35,0.25,False,14.1,京城81号
0.89,245968,748,7,0.16,False,9.4,爱情进化论
26.97,78824,3318,1,40.43,False,3148.1,四大名捕大结局
13.86,78540,26523,9,20.66,False,1608.9,驯龙高手2
18.02,245867,2604,2,14.88,False,1158.5,临时同居
8.57,78857,7239,7,4.76,False,370.8,反贪风暴
4.62,78359,7761,8,3.84,False,299.1,庞贝末日
6.80,245856,608,2,3.07,False,239.2,丛林之王
4.78,78792,209,1,2.69,False,209.4,昆虫总动员
5.14,245964,189,1,2.42,False,188.8,床下有人2
3.72,246008,359,2,1.98,False,154.1,白雪公主之矮人力量
1.41,245866,8501,16,1.20,False,93.1,绣春刀
0.90,78852,18325,22,0.74,False,57.7,暴力街区
1.03,246041,39,1,0.50,False,38.6,下一站再爱你
0.63,79023,5776,15,0.45,False,34.7,神秘世界历险记2
0.67,78697,62693,30,0.42,False,33.0,后会无期
1.55,78495,2058,8,0.31,False,23.9,好命先生
0.31,78772,20337,24,0.21,False,16.7,闺蜜
0.00,78267,41151,36,0.18,False,14.0,京城81号
0.41,78268,38836,23,0.16,False,12.3,白发魔女传之明月天国
0.57,245875,1050,8,0.13,False,9.9,江湖论剑实录
0.03,79200,1048,95,0.12,False,9.6,天上的菊美
28.14,78824,6997,2,34.75,False,3678.1,四大名捕大结局
15.30,78540,29248,10,25.74,False,2724.1,驯龙高手2
18.36,245867,4048,3,13.64,False,1443.7,临时同居
8.24,78857,7729,8,4.63,False,490.0,反贪风暴
4.62,78359,8200,9,4.15,False,439.4,庞贝末日
6.41,245856,949,3,3.22,False,340.7,丛林之王
4.66,246008,661,3,2.85,False,302.2,白雪公主之矮人力量
5.31,245964,392,2,1.89,False,200.2,床下有人2
1.49,245866,8657,17,1.47,False,155.9,绣春刀
0.91,78852,18413,23,0.83,False,88.1,暴力街区
0.82,79023,5857,16,0.76,False,80.8,神秘世界历险记2
