showRate,movieId,subBoxOffice,releaseDay,boxRateshowZero,dailyBoxOffice,movieName
0.33,62237,370,14,0.07,False,2.0,房不剩防
0.02,78581,1,-3,0.04,False,1.1,囧探佳人
0.07,78582,1064,25,0.04,False,1.1,大人物
0.12,217,19352,52,0.03,False,0.8,将爱情进行到底
0.31,68636,4,3,0.03,False,0.8,甲天下
0.06,66033,3199,25,0.03,False,0.8,寻龙夺宝
27.00,214,5305,6,46.78,False,670.1,单身男女
15.86,783,21090,19,27.94,False,400.3,洛杉矶之战
14.21,185,1964,5,19.30,False,276.4,赤焰战场
14.87,45,1505,5,15.15,False,217.0,硬汉2：奉陪到底
6.56,68635,478,4,5.91,False,84.6,夜惊魂
6.21,665,384,4,4.20,False,60.2,奋斗
5.37,65844,374,5,4.01,False,57.5,宅男总动员
2.07,44,2238,15,1.86,False,26.6,整编特工
3.29,342426,135,4,1.71,False,24.5,极限拳速
1.76,60263,1735,12,1.06,False,15.1,守望者：罪恶迷途
0.37,52945,11528,39,0.91,False,13.1,关键第四号
1.03,256444,98,705,0.50,False,7.2,侠盗石川
0.46,55044,2186,20,0.19,False,2.7,刀见笑
0.20,373,6985,33,0.10,False,1.4,观音山
0.26,62237,371,15,0.07,False,1.0,房不剩防
0.27,68636,4,4,0.05,False,0.7,甲天下
0.11,217,19352,53,0.04,False,0.5,将爱情进行到底
0.05,66033,3199,26,0.03,False,0.5,寻龙夺宝
0.01,407,11821,85,0.03,False,0.5,创：战纪
0.04,436,1503,40,0.03,False,0.4,丛林有情狼
27.46,214,5701,7,92.25,False,395.8,单身男女
15.77,783,21265,20,40.76,False,174.9,洛杉矶之战
14.13,185,2119,6,36.15,False,155.1,赤焰战场
14.44,45,1628,6,28.57,False,122.6,硬汉2：奉陪到底
6.48,68635,528,5,11.79,False,50.6,夜惊魂
5.68,665,417,5,7.65,False,32.8,奋斗
4.54,65844,402,6,6.33,False,27.2,宅男总动员
3.04,78581,21,-1,4.65,False,20.0,囧探佳人
1.90,44,2251,16,2.88,False,12.4,整编特工
2.62,342426,146,5,2.78,False,11.9,极限拳速
1.53,60263,1743,13,1.81,False,7.8,守望者：罪恶迷途
0.38,52945,11533,40,1.36,False,5.8,关键第四号
0.76,256444,101,706,0.72,False,3.1,侠盗石川
0.49,55044,2187,21,0.32,False,1.4,刀见笑
0.18,373,6986,34,0.11,False,0.5,观音山
0.26,68636,5,5,0.09,False,0.4,甲天下
0.19,62237,371,16,0.09,False,0.4,房不剩防
0.07,78582,1065,27,0.08,False,0.3,大人物
0.08,217,19354,54,0.08,False,0.3,将爱情进行到底
0.00,68739,0,-2,0.05,False,0.2,清风亭
23.65,214,6102,8,29.90,False,401.0,单身男女
13.40,783,21453,21,14.04,False,188.4,洛杉矶之战
7.01,192,188,-1,14.03,False,188.2,里约大冒险
11.78,185,2279,7,11.91,False,159.8,赤焰战场
11.52,45,1741,7,8.45,False,113.4,硬汉2：奉陪到底
5.59,65132,80,-1,5.95,False,79.8,隐婚男女
4.87,68635,571,6,3.18,False,42.6,夜惊魂
6.35,78581,62,1,3.02,False,40.5,囧探佳人
3.26,61625,31,-1,2.31,False,31.0,万有引力
3.80,665,447,6,2.24,False,30.1,奋斗
3.06,65844,422,7,1.49,False,20.0,宅男总动员
1.43,44,2262,17,0.83,False,11.2,整编特工
1.72,342426,155,6,0.61,False,8.1,极限拳速
0.34,52945,11541,41,0.58,False,7.8,关键第四号
1.01,60263,1748,14,0.43,False,5.7,守望者：罪恶迷途
0.06,66033,3201,28,0.13,False,1.8,寻龙夺宝
0.34,55044,2189,22,0.12,False,1.6,刀见笑
0.33,248109,2,-1,0.12,False,1.6,西藏往事
0.49,256444,103,707,0.12,False,1.6,侠盗石川
0.00,659,3001,686,0.10,False,1.3,铁人
17.39,192,859,1,29.03,False,671.2,里约大冒险
18.90,214,6626,9,22.67,False,524.1,单身男女
10.39,783,21736,22,12.22,False,282.6,洛杉矶之战
13.32,65132,319,1,10.33,False,238.9,隐婚男女
8.36,185,2483,8,8.85,False,204.6,赤焰战场
8.06,45,1861,8,5.18,False,119.7,硬汉2：奉陪到底
7.79,61625,118,1,3.76,False,87.0,万有引力
3.34,68635,616,7,1.94,False,44.9,夜惊魂
4.29,78581,103,2,1.78,False,41.1,囧探佳人
2.06,665,475,7,1.24,False,28.7,奋斗
1.77,65844,437,8,0.65,False,15.1,宅男总动员
0.35,52945,11556,42,0.63,False,14.5,关键第四号
0.98,44,2275,18,0.58,False,13.5,整编特工
0.83,60263,1755,15,0.29,False,6.7,守望者：罪恶迷途
0.81,342426,160,7,0.25,False,5.8,极限拳速
0.73,248109,4,1,0.10,False,2.2,西藏往事
0.26,256444,105,708,0.08,False,1.9,侠盗石川
0.27,55044,2191,23,0.08,False,1.8,刀见笑
0.05,68739,2,1,0.05,False,1.1,清风亭
0.06,217,19355,56,0.03,False,0.8,将爱情进行到底
19.59,192,1754,2,31.99,False,894.7,里约大冒险
18.63,214,7253,10,22.41,False,627.0,单身男女
10.18,783,22054,23,11.38,False,318.4,洛杉矶之战
13.50,65132,603,2,10.17,False,284.5,隐婚男女
8.20,185,2712,9,8.18,False,228.9,赤焰战场
7.76,45,2000,9,4.95,False,138.5,硬汉2：奉陪到底
7.53,61625,223,2,3.75,False,104.9,万有引力
3.23,68635,667,8,1.82,False,50.8,夜惊魂
3.92,78581,146,3,1.56,False,43.6,囧探佳人
1.96,665,507,8,1.13,False,31.5,奋斗
1.63,65844,454,9,0.63,False,17.5,宅男总动员
0.33,52945,11571,43,0.55,False,15.3,关键第四号
0.86,44,2290,19,0.52,False,14.5,整编特工
0.80,342426,167,8,0.23,False,6.5,极限拳速
0.74,60263,1762,16,0.23,False,6.4,守望者：罪恶迷途
0.57,248109,6,2,0.09,False,2.5,西藏往事
0.27,55044,2193,24,0.08,False,2.1,刀见笑
0.25,256444,107,709,0.06,False,1.8,侠盗石川
0.04,68739,3,2,0.04,False,1.0,清风亭
0.02,415,13808,61,0.03,False,0.8,青蜂侠
19.16,192,2288,3,29.81,False,533.6,里约大冒险
19.28,214,7678,11,23.78,False,425.6,单身男女
13.86,65132,802,3,11.11,False,198.8,隐婚男女
10.10,783,22236,24,10.17,False,182.0,洛杉矶之战
8.40,185,2861,10,8.29,False,148.4,赤焰战场
7.78,45,2097,10,5.46,False,97.8,硬汉2：奉陪到底
7.26,61625,294,3,3.98,False,71.3,万有引力
3.29,68635,702,9,1.96,False,35.1,夜惊魂
3.59,78581,173,4,1.49,False,26.6,囧探佳人
1.93,665,524,9,0.96,False,17.2,奋斗
1.58,65844,468,10,0.77,False,13.8,宅男总动员
0.31,52945,11580,44,0.53,False,9.4,关键第四号
0.81,44,2299,20,0.51,False,9.1,整编特工
0.70,60263,1767,17,0.28,False,5.0,守望者：罪恶迷途
0.82,342426,172,9,0.26,False,4.7,极限拳速
0.52,248109,8,3,0.10,False,1.8,西藏往事
0.29,256444,108,710,0.08,False,1.5,侠盗石川
0.04,52305,301,32,0.07,False,1.2,歼十出击
0.04,68739,5,3,0.06,False,1.0,清风亭
0.23,55044,2194,25,0.05,False,0.9,刀见笑
14.50,59305,326,-1,25.62,False,325.6,战国
15.68,192,2537,4,19.59,False,249.0,里约大冒险
16.68,214,7904,12,17.73,False,225.3,单身男女
11.37,65132,905,4,8.07,False,102.6,隐婚男女
8.08,783,22319,25,6.56,False,83.4,洛杉矶之战
6.75,28237,95,-1,6.34,False,80.6,激战运钞车
6.50,185,2926,11,5.13,False,65.2,赤焰战场
5.96,45,2142,11,3.55,False,45.1,硬汉2：奉陪到底
5.23,61625,327,4,2.60,False,33.1,万有引力
2.56,68635,720,10,1.43,False,18.2,夜惊魂
2.28,78581,183,5,0.79,False,10.0,囧探佳人
0.32,52945,11586,45,0.48,False,6.1,关键第四号
1.29,665,530,10,0.46,False,5.9,奋斗
1.03,65844,473,11,0.39,False,5.0,宅男总动员
0.64,44,2302,21,0.28,False,3.5,整编特工
0.55,342426,174,10,0.17,False,2.1,极限拳速
0.53,60263,1768,18,0.15,False,1.9,守望者：罪恶迷途
0.00,65232,1,179,0.09,False,1.1,我的少女时代
0.04,68739,5,4,0.07,False,0.9,清风亭
0.00,342450,1,222,0.06,False,0.8,特警英雄
33.21,59305,1008,1,44.99,False,680.3,战国
12.97,192,2778,5,15.96,False,241.3,里约大冒险
12.29,214,8096,13,12.70,False,192.0,单身男女
14.98,28237,267,1,11.32,False,171.1,激战运钞车
7.14,65132,970,5,4.30,False,65.0,隐婚男女
5.14,783,22375,26,3.68,False,55.6,洛杉矶之战
3.50,185,2959,12,2.17,False,32.8,赤焰战场
3.14,45,2163,12,1.38,False,20.9,硬汉2：奉陪到底
2.42,61625,342,5,0.98,False,14.8,万有引力
1.71,68635,733,11,0.82,False,12.4,夜惊魂
0.28,52945,11592,46,0.36,False,5.5,关键第四号
0.91,78581,187,6,0.26,False,3.9,囧探佳人
0.57,65844,476,12,0.20,False,3.0,宅男总动员
0.66,665,533,11,0.18,False,2.8,奋斗
0.37,44,2305,22,0.14,False,2.2,整编特工
0.05,373,6987,40,0.08,False,1.2,观音山
0.29,60263,1769,19,0.06,False,0.9,守望者：罪恶迷途
0.04,68739,6,5,0.05,False,0.8,清风亭
0.11,55044,2195,27,0.05,False,0.8,刀见笑
0.22,342426,174,11,0.04,False,0.5,极限拳速
33.73,59305,1582,2,43.91,False,574.9,战国
12.91,192,2990,6,16.16,False,211.6,里约大冒险
12.28,214,8258,14,12.39,False,162.3,单身男女
15.36,28237,418,2,11.57,False,151.4,激战运钞车
7.12,65132,1029,6,4.57,False,59.8,隐婚男女
4.82,783,22420,27,3.41,False,44.7,洛杉矶之战
3.59,185,2989,13,2.31,False,30.3,赤焰战场
3.06,45,2182,13,1.42,False,18.6,硬汉2：奉陪到底
2.55,61625,356,6,1.08,False,14.1,万有引力
1.62,68635,743,12,0.82,False,10.7,夜惊魂
0.09,65232,6,181,0.34,False,4.4,我的少女时代
0.25,52945,11596,47,0.31,False,4.0,关键第四号
0.79,78581,190,7,0.26,False,3.4,囧探佳人
0.22,55044,2198,28,0.23,False,3.0,刀见笑
0.67,665,536,12,0.23,False,3.0,奋斗
0.47,65844,478,13,0.16,False,2.1,宅男总动员
0.32,44,2306,23,0.13,False,1.7,整编特工
0.06,62237,372,23,0.08,False,1.0,房不剩防
0.03,45336,1,-2,0.07,False,0.9,美少女特攻队
0.04,68739,7,6,0.07,False,0.9,清风亭
31.31,59305,2187,3,37.82,False,605.0,战国
12.66,192,3259,7,16.85,False,269.5,里约大冒险
10.81,45336,264,-1,16.29,False,260.6,美少女特攻队
11.19,214,8416,15,9.89,False,158.2,单身男女
13.25,28237,554,3,8.47,False,135.5,激战运钞车
5.87,65132,1080,7,3.14,False,50.3,隐婚男女
3.76,783,22460,28,2.52,False,40.3,洛杉矶之战
2.73,185,3011,14,1.39,False,22.2,赤焰战场
2.63,45,2199,14,1.06,False,16.9,硬汉2：奉陪到底
1.91,61625,367,7,0.68,False,10.8,万有引力
1.40,68635,753,13,0.62,False,10.0,夜惊魂
0.54,665,538,13,0.18,False,2.8,奋斗
0.42,65844,481,14,0.17,False,2.7,宅男总动员
0.62,78581,193,8,0.17,False,2.7,囧探佳人
0.10,52945,11598,48,0.11,False,1.7,关键第四号
0.21,55044,2200,29,0.11,False,1.7,刀见笑
0.31,44,2308,24,0.10,False,1.6,整编特工
0.01,207,41,1386,0.05,False,0.9,宝葫芦的秘密
0.06,62237,373,24,0.05,False,0.8,房不剩防
0.21,342426,175,13,0.04,False,0.7,极限拳速
28.18,59305,3082,4,33.08,False,894.9,战国
23.70,45336,951,1,25.39,False,687.0,美少女特攻队
13.31,192,3840,8,21.49,False,581.4,里约大冒险
8.64,214,8597,16,6.70,False,181.2,单身男女
10.58,28237,715,4,5.95,False,160.9,激战运钞车
4.36,65132,1135,8,2.02,False,54.8,隐婚男女
2.57,783,22509,29,1.81,False,48.9,洛杉矶之战
1.74,185,3036,15,0.92,False,24.8,赤焰战场
2.17,45,2218,15,0.72,False,19.4,硬汉2：奉陪到底
1.19,68635,766,14,0.47,False,12.8,夜惊魂
1.45,61625,379,8,0.45,False,12.0,万有引力
0.45,665,548,14,0.34,False,9.3,奋斗
0.40,65844,485,15,0.17,False,4.5,宅男总动员
0.42,78581,196,9,0.11,False,2.9,囧探佳人
0.24,44,2310,25,0.09,False,2.4,整编特工
0.20,60263,1771,22,0.05,False,1.2,守望者：罪恶迷途
0.15,55044,2201,30,0.04,False,1.0,刀见笑
0.02,78582,1066,36,0.03,False,0.8,大人物
0.17,342426,176,14,0.02,False,0.6,极限拳速
0.05,66033,3202,36,0.02,False,0.5,寻龙夺宝
27.72,59305,4111,5,31.83,False,1028.9,战国
15.48,192,4633,9,24.51,False,792.2,里约大冒险
23.38,45336,1726,2,23.98,False,775.0,美少女特攻队
8.59,214,8827,17,7.09,False,229.2,单身男女
10.14,28237,902,5,5.80,False,187.4,激战运钞车
4.13,65132,1199,9,2.01,False,64.8,隐婚男女
2.37,783,22560,30,1.57,False,50.6,洛杉矶之战
1.73,185,3062,16,0.82,False,26.4,赤焰战场
1.96,45,2240,16,0.68,False,21.9,硬汉2：奉陪到底
1.27,68635,781,15,0.46,False,14.7,夜惊魂
1.29,61625,392,9,0.41,False,13.4,万有引力
0.43,665,555,15,0.21,False,6.8,奋斗
0.34,65844,489,16,0.12,False,3.8,宅男总动员
0.44,78581,199,10,0.09,False,2.9,囧探佳人
0.24,44,2313,26,0.08,False,2.7,整编特工
0.01,50415,84,689,0.06,False,2.0,杂技小精灵
0.19,60263,1772,23,0.04,False,1.1,守望者：罪恶迷途
0.13,55044,2202,31,0.03,False,1.0,刀见笑
0.16,342426,177,15,0.03,False,0.9,极限拳速
0.00,20428,12,1304,0.02,False,0.6,日本沉没
28.33,59305,4753,6,32.09,False,642.1,战国
23.98,45336,2202,3,23.80,False,476.2,美少女特攻队
14.73,192,5086,10,22.67,False,453.5,里约大冒险
9.00,214,8988,18,8.06,False,161.3,单身男女
10.18,28237,1026,6,6.21,False,124.3,激战运钞车
4.32,65132,1248,10,2.42,False,48.3,隐婚男女
1.47,783,22580,31,1.03,False,20.5,洛杉矶之战
1.76,185,3080,17,0.89,False,17.8,赤焰战场
2.01,45,2256,17,0.81,False,16.1,硬汉2：奉陪到底
1.11,68635,790,16,0.48,False,9.6,夜惊魂
1.39,61625,402,10,0.48,False,9.5,万有引力
0.40,665,558,16,0.15,False,3.1,奋斗
0.35,65844,492,17,0.15,False,3.1,宅男总动员
0.38,78581,201,11,0.08,False,1.7,囧探佳人
0.23,44,2315,27,0.08,False,1.6,整编特工
0.01,66341,2,325,0.08,False,1.6,犹太女孩在上海
0.03,51236,1,-2,0.07,False,1.3,倩女幽魂
0.12,55044,2203,32,0.06,False,1.2,刀见笑
0.01,65631,518,64,0.06,False,1.1,我们约会吧
0.19,60263,1774,24,0.04,False,0.9,守望者：罪恶迷途
15.07,51236,405,-1,27.73,False,403.2,倩女幽魂
25.53,59305,5102,7,23.97,False,348.4,战国
21.28,45336,2474,4,18.74,False,272.4,美少女特攻队
11.48,192,5301,11,14.77,False,214.7,里约大冒险
7.70,214,9072,19,5.77,False,83.8,单身男女
8.49,28237,1092,7,4.53,False,65.8,激战运钞车
3.65,65132,1271,11,1.63,False,23.7,隐婚男女
1.59,45,2266,18,0.67,False,9.7,硬汉2：奉陪到底
1.40,185,3089,18,0.60,False,8.7,赤焰战场
1.13,61625,407,11,0.36,False,5.2,万有引力
0.90,68635,796,17,0.35,False,5.1,夜惊魂
0.57,783,22584,32,0.24,False,3.5,洛杉矶之战
0.10,55044,2205,33,0.11,False,1.6,刀见笑
0.25,65844,494,18,0.10,False,1.5,宅男总动员
0.29,78581,202,12,0.08,False,1.1,囧探佳人
0.33,665,559,17,0.06,False,0.9,奋斗
0.17,44,2315,28,0.06,False,0.8,整编特工
0.04,52305,302,40,0.03,False,0.5,歼十出击
0.03,62237,377,28,0.03,False,0.5,房不剩防
0.01,65794,134,38,0.02,False,0.3,惊沙
35.95,51236,1269,1,50.68,False,864.7,倩女幽魂
20.48,59305,5380,8,16.32,False,278.4,战国
9.96,192,5512,12,12.40,False,211.6,里约大冒险
15.73,45336,2679,5,11.99,False,204.6,美少女特攻队
5.22,214,9128,20,3.31,False,56.5,单身男女
5.96,28237,1138,8,2.72,False,46.4,激战运钞车
2.17,65132,1285,12,0.78,False,13.4,隐婚男女
0.88,185,3095,19,0.37,False,6.2,赤焰战场
1.00,45,2271,19,0.31,False,5.3,硬汉2：奉陪到底
0.63,68635,799,18,0.19,False,3.2,夜惊魂
0.71,61625,410,12,0.18,False,3.0,万有引力
0.40,783,22586,33,0.13,False,2.2,洛杉矶之战
0.02,195,2,-7,0.11,False,2.0,关云长
0.17,65844,495,19,0.07,False,1.2,宅男总动员
0.02,52305,304,41,0.05,False,0.9,歼十出击
0.17,78581,202,13,0.05,False,0.9,囧探佳人
0.08,55044,2206,34,0.05,False,0.8,刀见笑
0.27,665,559,18,0.04,False,0.8,奋斗
0.15,44,2316,29,0.04,False,0.7,整编特工
0.02,68636,5,18,0.03,False,0.5,甲天下
37.81,51236,2064,2,51.89,False,795.2,倩女幽魂
20.06,59305,5624,9,15.92,False,244.0,战国
10.04,192,5705,13,12.55,False,192.3,里约大冒险
15.20,45336,2851,6,11.21,False,171.8,美少女特攻队
5.24,214,9179,21,3.30,False,50.5,单身男女
5.53,28237,1181,9,2.76,False,42.3,激战运钞车
1.99,65132,1296,13,0.72,False,11.0,隐婚男女
0.81,185,3100,20,0.32,False,4.9,赤焰战场
0.98,45,2276,20,0.31,False,4.7,硬汉2：奉陪到底
0.66,61625,413,13,0.21,False,3.2,万有引力
0.54,68635,801,19,0.16,False,2.4,夜惊魂
0.38,783,22588,34,0.11,False,1.7,洛杉矶之战
0.18,65844,496,20,0.09,False,1.3,宅男总动员
0.01,50415,85,693,0.05,False,0.8,杂技小精灵
0.19,665,560,19,0.05,False,0.7,奋斗
0.18,78581,203,14,0.05,False,0.7,囧探佳人
0.02,68636,6,19,0.04,False,0.7,甲天下
0.15,44,2317,30,0.04,False,0.6,整编特工
0.02,52305,306,42,0.04,False,0.5,歼十出击
0.03,66033,3202,41,0.03,False,0.4,寻龙夺宝
38.80,51236,3059,3,52.79,False,994.6,倩女幽魂
19.84,59305,5899,10,14.57,False,274.5,战国
10.29,192,5974,14,14.28,False,269.1,里约大冒险
14.41,45336,3052,7,10.71,False,201.7,美少女特攻队
5.09,214,9233,22,2.89,False,54.4,单身男女
5.51,28237,1230,10,2.59,False,48.9,激战运钞车
2.07,65132,1309,14,0.69,False,13.0,隐婚男女
0.77,185,3106,21,0.30,False,5.7,赤焰战场
0.94,45,2281,21,0.25,False,4.7,硬汉2：奉陪到底
0.59,61625,417,14,0.17,False,3.3,万有引力
0.53,68635,804,20,0.17,False,3.3,夜惊魂
0.32,783,22589,35,0.09,False,1.7,洛杉矶之战
0.18,65844,498,21,0.08,False,1.5,宅男总动员
0.22,78581,204,15,0.06,False,1.0,囧探佳人
0.14,44,2318,31,0.05,False,0.9,整编特工
0.02,65794,134,41,0.04,False,0.8,惊沙
0.26,665,561,20,0.04,False,0.7,奋斗
0.00,78936,7,-153,0.03,False,0.6,金色记忆
0.00,65232,6,189,0.03,False,0.5,我的少女时代
0.01,68636,8,20,0.03,False,0.5,甲天下
38.34,51236,4559,4,49.59,False,1500.4,倩女幽魂
12.20,192,6573,15,19.81,False,599.3,里约大冒险
19.38,59305,6311,11,13.64,False,412.7,战国
13.93,45336,3362,8,10.22,False,309.2,美少女特攻队
5.32,28237,1302,11,2.38,False,71.9,激战运钞车
4.71,214,9303,23,2.31,False,69.8,单身男女
2.05,65132,1328,15,0.62,False,18.9,隐婚男女
0.76,185,3114,22,0.29,False,8.7,赤焰战场
0.98,45,2289,22,0.28,False,8.5,硬汉2：奉陪到底
0.59,68635,811,21,0.22,False,6.8,夜惊魂
0.58,61625,420,15,0.12,False,3.7,万有引力
0.30,783,22592,36,0.08,False,2.5,洛杉矶之战
0.17,65844,500,22,0.07,False,2.0,宅男总动员
0.21,78581,206,16,0.05,False,1.6,囧探佳人
0.15,44,2319,32,0.03,False,1.0,整编特工
0.00,709,1991,288,0.03,False,0.9,长江7号爱地球
0.24,665,562,21,0.03,False,0.8,奋斗
0.02,65794,140,42,0.02,False,0.7,惊沙
0.09,55044,2206,37,0.02,False,0.5,刀见笑
0.01,207,41,1394,0.02,False,0.5,宝葫芦的秘密
37.39,51236,6245,5,81.46,False,1685.5,倩女幽魂
14.12,192,7351,16,37.61,False,778.3,里约大冒险
19.08,59305,6796,12,23.42,False,484.6,战国
13.59,45336,3724,9,17.52,False,362.6,美少女特攻队
5.19,28237,1390,12,4.26,False,88.2,激战运钞车
4.39,214,9387,24,4.07,False,84.3,单身男女
2.00,65132,1351,16,1.15,False,23.7,隐婚男女
0.89,45,2298,23,0.44,False,9.1,硬汉2：奉陪到底
0.79,185,3123,23,0.41,False,8.4,赤焰战场
0.65,68635,819,22,0.37,False,7.7,夜惊魂
0.54,61625,424,16,0.20,False,4.1,万有引力
0.20,65844,503,23,0.17,False,3.5,宅男总动员
0.31,783,22595,37,0.16,False,3.3,洛杉矶之战
0.15,44,2320,33,0.08,False,1.6,整编特工
0.03,68636,10,22,0.07,False,1.5,甲天下
0.20,78581,207,17,0.07,False,1.4,囧探佳人
0.14,60263,1776,30,0.07,False,1.4,守望者：罪恶迷途
0.26,665,563,22,0.05,False,1.1,奋斗
0.00,709,1992,289,0.04,False,0.7,长江7号爱地球
0.08,342426,178,22,0.03,False,0.5,极限拳速
38.66,51236,7294,6,63.55,False,1049.2,倩女幽魂
13.62,192,7793,17,26.75,False,441.6,里约大冒险
18.97,59305,7095,13,18.10,False,298.9,战国
13.83,45336,3951,10,13.76,False,227.1,美少女特攻队
5.28,28237,1447,13,3.49,False,57.7,激战运钞车
3.78,214,9441,25,3.25,False,53.6,单身男女
2.13,65132,1366,17,0.86,False,14.2,隐婚男女
0.96,45,2306,24,0.47,False,7.8,硬汉2：奉陪到底
0.07,195,8,-2,0.34,False,5.6,关云长
0.75,185,3128,24,0.32,False,5.2,赤焰战场
0.66,68635,824,23,0.31,False,5.1,夜惊魂
0.55,61625,427,17,0.17,False,2.7,万有引力
0.21,65844,506,24,0.14,False,2.4,宅男总动员
0.27,783,22597,38,0.09,False,1.5,洛杉矶之战
0.01,709,1994,290,0.09,False,1.5,长江7号爱地球
0.01,78582,1067,45,0.08,False,1.3,大人物
0.19,78581,208,18,0.06,False,0.9,囧探佳人
0.04,68636,11,23,0.05,False,0.9,甲天下
0.00,78936,8,-150,0.04,False,0.6,金色记忆
20.02,195,731,-1,62.54,False,722.9,关云长
34.54,51236,7873,7,50.08,False,578.9,倩女幽魂
10.12,192,7998,18,17.78,False,205.5,里约大冒险
14.48,59305,7223,14,11.08,False,128.0,战国
10.52,45336,4053,11,8.83,False,102.0,美少女特攻队
3.86,28237,1473,14,2.17,False,25.1,激战运钞车
1.70,214,9457,26,1.43,False,16.5,单身男女
1.76,65132,1374,18,0.74,False,8.6,隐婚男女
0.03,180,64997,278,0.31,False,3.6,唐山大地震
0.70,45,2309,25,0.27,False,3.1,硬汉2：奉陪到底
0.50,68635,827,24,0.26,False,3.0,夜惊魂
0.56,185,3131,25,0.22,False,2.5,赤焰战场
0.51,61625,429,18,0.19,False,2.2,万有引力
0.12,65844,506,25,0.07,False,0.8,宅男总动员
0.21,783,22597,39,0.05,False,0.6,洛杉矶之战
0.03,68636,12,24,0.04,False,0.5,甲天下
0.01,65794,141,45,0.04,False,0.5,惊沙
0.04,55044,2207,40,0.04,False,0.5,刀见笑
0.13,78581,209,19,0.04,False,0.5,囧探佳人
0.17,665,563,24,0.03,False,0.3,奋斗
45.17,195,2152,1,63.44,False,1420.9,关云长
26.59,51236,8331,8,20.44,False,457.9,倩女幽魂
8.47,192,8194,19,8.71,False,195.1,里约大冒险
6.15,45336,4118,12,2.91,False,65.1,美少女特攻队
8.23,59305,7282,15,2.65,False,59.4,战国
2.07,28237,1486,15,0.60,False,13.4,激战运钞车
0.83,214,9466,27,0.40,False,8.9,单身男女
0.85,65132,1378,19,0.18,False,4.1,隐婚男女
0.31,45,2311,26,0.10,False,2.3,硬汉2：奉陪到底
0.34,185,3132,26,0.08,False,1.9,赤焰战场
0.31,68635,829,25,0.08,False,1.9,夜惊魂
0.02,1049,1448,662,0.05,False,1.2,寻找成龙
0.26,61625,430,19,0.05,False,1.0,万有引力
0.06,248109,9,19,0.03,False,0.8,西藏往事
0.10,78581,209,20,0.02,False,0.5,囧探佳人
0.09,65844,507,26,0.02,False,0.4,宅男总动员
0.01,407,11825,106,0.02,False,0.4,创：战纪
0.11,665,563,25,0.02,False,0.4,奋斗
0.01,66033,3203,47,0.01,False,0.3,寻龙夺宝
0.03,68636,12,25,0.01,False,0.3,甲天下
45.67,195,3351,2,61.39,False,1199.4,关云长
27.02,51236,8743,9,21.08,False,411.8,倩女幽魂
8.54,192,8383,20,9.71,False,189.7,里约大冒险
5.93,45336,4180,13,3.15,False,61.6,美少女特攻队
7.67,59305,7335,16,2.70,False,52.7,战国
2.00,28237,1498,16,0.60,False,11.7,激战运钞车
0.82,214,9475,28,0.45,False,8.7,单身男女
0.78,65132,1382,20,0.18,False,3.5,隐婚男女
0.29,45,2314,27,0.13,False,2.5,硬汉2：奉陪到底
0.30,185,3135,27,0.11,False,2.1,赤焰战场
0.26,68635,830,26,0.06,False,1.2,夜惊魂
0.01,207,49,1399,0.06,False,1.1,宝葫芦的秘密
0.30,61625,431,20,0.05,False,0.9,万有引力
0.06,69091,1,-11,0.03,False,0.5,乌鲁木齐的天空
0.03,44,2321,37,0.03,False,0.5,整编特工
0.01,65232,7,195,0.03,False,0.5,我的少女时代
0.06,65844,507,27,0.02,False,0.4,宅男总动员
0.01,411,0,-2,0.02,False,0.4,B+侦探
0.12,78581,209,21,0.02,False,0.3,囧探佳人
0.13,665,564,26,0.02,False,0.3,奋斗
42.47,195,4644,3,55.30,False,1292.7,关云长
23.44,51236,9178,10,18.60,False,434.9,倩女幽魂
7.87,192,8639,21,10.93,False,255.5,里约大冒险
4.32,52736,96,-1,4.10,False,95.9,危情三日
5.29,411,90,-1,3.82,False,89.3,B+侦探
3.89,45336,4226,14,1.98,False,46.4,美少女特攻队
5.46,59305,7374,17,1.66,False,38.9,战国
2.44,40630,37,-1,1.58,False,36.8,迷踪：第九鹰团
1.01,78619,8,-1708,0.35,False,8.1,恐龙当家
0.73,61670,8,-2,0.34,False,7.9,跟踪孔令学
1.20,28237,1505,17,0.33,False,7.7,激战运钞车
0.58,214,9482,29,0.27,False,6.4,单身男女
0.49,65132,1384,21,0.09,False,2.1,隐婚男女
0.02,66033,3206,49,0.07,False,1.6,寻龙夺宝
0.22,45,2315,28,0.06,False,1.4,硬汉2：奉陪到底
0.01,407,11835,108,0.05,False,1.2,创：战纪
0.11,69091,2,-10,0.05,False,1.2,乌鲁木齐的天空
0.21,68635,831,27,0.05,False,1.2,夜惊魂
0.17,185,3135,28,0.04,False,0.9,赤焰战场
0.06,665,565,27,0.02,False,0.6,奋斗
35.71,195,6385,4,119.02,False,1741.0,关云长
17.67,51236,9772,11,40.65,False,594.7,倩女幽魂
8.17,192,9186,22,37.43,False,547.5,里约大冒险
12.33,411,368,1,18.99,False,277.7,B+侦探
9.25,52736,347,1,17.14,False,250.7,危情三日
5.23,40630,142,1,7.16,False,104.7,迷踪：第九鹰团
1.50,45336,4278,15,3.55,False,51.9,美少女特攻队
2.84,78619,51,-1707,2.93,False,42.9,恐龙当家
2.69,59305,7413,18,2.69,False,39.3,战国
1.45,63817,37,730,2.55,False,37.2,劳拉的星星在中国
